Time,Temperature - E+R IAQ 3 F,Humidity - E+R IAQ 3 %,Carbon Dioxide (CO2) - E+R IAQ 3 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 3 ppb,Particulate Matter (PM2.5) - E+R IAQ 3 ug/m3,Particulate Matter (PM10) - E+R IAQ 3 ug/m3,Formaldehyde (HCHO) - E+R IAQ 3 mg/m3,Carbon Monoxide (CO) - E+R IAQ 3 ppm,Temperature - E+R IAQ 8 F,Humidity - E+R IAQ 8 %,Carbon Dioxide (CO2) - E+R IAQ 8 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 8 ppb,Particulate Matter (PM2.5) - E+R IAQ 8 ug/m3,Particulate Matter (PM10) - E+R IAQ 8 ug/m3,Formaldehyde (HCHO) - E+R IAQ 8 mg/m3,Carbon Monoxide (CO) - E+R IAQ 8 ppm,Temperature - E+R IAQ 1 F,Humidity - E+R IAQ 1 %,Carbon Dioxide (CO2) - E+R IAQ 1 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 1 ppb,Particulate Matter (PM2.5) - E+R IAQ 1 ug/m3,Particulate Matter (PM10) - E+R IAQ 1 ug/m3,Formaldehyde (HCHO) - E+R IAQ 1 mg/m3,Carbon Monoxide (CO) - E+R IAQ 1 ppm,Temperature - E+R IAQ 5 F,Humidity - E+R IAQ 5 %,Carbon Dioxide (CO2) - E+R IAQ 5 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 5 ppb,Particulate Matter (PM2.5) - E+R IAQ 5 ug/m3,Particulate Matter (PM10) - E+R IAQ 5 ug/m3,Formaldehyde (HCHO) - E+R IAQ 5 mg/m3,Carbon Monoxide (CO) - E+R IAQ 5 ppm,Temperature - E+R IAQ 11 F,Humidity - E+R IAQ 11 %,Carbon Dioxide (CO2) - E+R IAQ 11 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 11 ppb,Particulate Matter (PM2.5) - E+R IAQ 11 ug/m3,Particulate Matter (PM10) - E+R IAQ 11 ug/m3,Formaldehyde (HCHO) - E+R IAQ 11 mg/m3,Carbon Monoxide (CO) - E+R IAQ 11 ppm,Temperature - E+R  IAQ 10 F,Humidity - E+R  IAQ 10 %,Carbon Dioxide (CO2) - E+R  IAQ 10 ppm,Volatile Organic Compounds (VOC) - E+R  IAQ 10 ppb,Particulate Matter (PM2.5) - E+R  IAQ 10 ug/m3,Particulate Matter (PM10) - E+R  IAQ 10 ug/m3,Formaldehyde (HCHO) - E+R  IAQ 10 mg/m3,Carbon Monoxide (CO) - E+R  IAQ 10 ppm
9/29/2023 12:15,,,,,,,,,,,,,,,,,77.39112866,64.39642334,546,351,8,9,0.056,0,73.60731421,59.13977051,523,652,7,8,0.03,0,72.15942603,67.68278503,546,188,5,6,0,0,74.83801917,63.08035278,655,1370,418,445,0.022,0
9/29/2023 12:20,,,,,,,,,,,,,,,,,77.46352307,64.5280304,621,560,8,9,0.1,0,73.54939868,59.20271301,520,608,8,8,0.03,0,,,,,,,,,,,,,,,,
9/29/2023 12:25,71.26173535,65.16127014,536,2861,228,264,0,0,,,,,,,,,77.56004895,64.49751282,638,492,8,9,0.091,0,73.67005603,59.14167786,514,566,6,6,0.03,0,,,,,,,,,,,,,,,,
9/29/2023 12:30,71.4644397,64.91331482,539,2528,240,282,0,0,,,,,,,,,77.58900671,64.41931152,642,377,8,8,0.068,0,73.56870386,59.42205811,507,547,6,7,0.03,0,,,,,,,,,,,,,,,,
9/29/2023 12:35,71.88432727,66.46208191,542,2336,238,280,0,0,,,,,,,,,77.66140112,64.40786743,647,372,8,8,0.06,0,73.59766162,59.00816345,504,543,6,7,0.03,0,,,,,,,,,,,,,,,,
9/29/2023 12:40,71.9422428,66.41630554,544,2000,223,256,0,0,,,,,,,,,77.72414294,64.42312622,669,369,8,8,0.06,0,73.6121405,59.13214111,500,536,6,6,0.03,0,72.6565343,70.11846924,508,407,9,10,0.037,0,,,,,,,,
9/29/2023 12:45,71.46926599,64.63865662,545,1554,193,225,0,0,,,,,,,,,77.757927,64.32394409,674,362,8,9,0.06,0,73.69901379,59.25230408,495,496,4,5,0.026,0,73.09572705,70.72309875,519,385,11,12,0.027,0,,,,,,,,
9/29/2023 12:50,,,,,,,,,,,,,,,,,77.76757959,64.28198242,659,362,8,9,0.06,0,73.64592456,59.29045105,490,486,4,5,0.022,0,,,,,,,,,,,,,,,,
9/29/2023 12:55,,,,,,,,,,,,,,,,,77.82549512,64.34683228,649,359,8,9,0.06,0,73.58318274,59.27328491,488,477,5,6,0.022,0,,,,,,,,,,,,,,,,
9/29/2023 13:00,,,,,,,,,,,,,,,,,77.85445288,64.42312622,652,363,8,8,0.06,0,73.6169668,59.0806427,484,443,5,6,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:05,,,,,,,,,,,,,,,,,77.97511023,64.33729553,690,353,8,9,0.06,0,73.71831897,59.19508362,481,423,4,4,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:10,,,,,,,,,,,,,,,,,78.01854688,64.30487061,710,368,8,9,0.06,0,73.65075085,59.1550293,476,422,5,5,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:15,,,,,,,,,,,,,,,,,77.99441541,64.36972046,721,411,7,7,0.06,0,73.6169668,58.77165222,471,409,6,7,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:20,,,,,,,,,,,,,,,,,78.04267834,64.41549683,730,423,8,9,0.065,0,73.69901379,58.86701965,466,394,5,5,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:25,,,,,,,,,,,,,,,,,78.06680981,64.47080994,737,435,8,9,0.066,0,73.64592456,59.16265869,461,370,6,6,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:30,,,,,,,,,,,,,,,,,78.11024646,64.42312622,751,441,7,9,0.067,0,73.51561462,58.65911865,457,357,6,7,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:35,,,,,,,,,,,,,,,,,78.1585094,64.44219971,751,447,9,10,0.068,0,73.63144568,58.5866394,455,364,7,7,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:40,71.78780139,66.23129272,553,320,64,76,0,0,,,,,,,,,78.21642493,64.46127319,748,451,8,8,0.069,0,73.65557715,58.85366821,454,358,6,6,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:45,71.58509705,65.78497314,555,298,61,74,0.004,0,,,,,,,,,78.28399304,64.48225403,746,453,8,9,0.07,0,73.64109827,58.95666504,453,332,4,4,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:50,,,,,,,,,,,,,,,,,78.34190857,64.49751282,745,450,8,8,0.068,0,73.67488232,58.70680237,451,335,3,4,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 13:55,,,,,,,,,,,,,,,,,78.3949978,64.65010071,759,459,8,9,0.06,0,73.62179309,58.84794617,448,332,5,6,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 14:00,,,,,,,,,,,,,,,,,78.47221851,64.6615448,801,432,8,8,0.06,0,73.66040344,58.69154358,445,317,4,4,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 14:05,,,,,,,,,,,,,,,,,78.53013403,64.67871094,821,395,8,8,0.06,0,73.73762415,58.74113464,442,309,3,3,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 14:10,72.04359497,66.98469543,551,149,41,51,0.01,0,,,,,,,,,78.58804956,64.71495056,822,377,8,8,0.058,0,73.6941875,58.83078003,438,303,4,4,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 14:15,,,,,,,,,,,,,,,,,78.65079138,64.80459595,823,375,9,9,0.058,0,73.64109827,58.55421448,436,298,4,4,0.02,0,74.45191565,71.60810852,470,231,8,8,0,0,,,,,,,,
9/29/2023 14:20,,,,,,,,,,,,,,,,,78.70870691,64.91712952,824,364,8,9,0.054,0,73.75692932,58.41307068,435,286,4,4,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 14:25,,,,,,,,,,,,,,,,,78.78110132,64.97434998,821,359,9,9,0.052,0,73.81001855,58.70870972,433,268,4,4,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 14:30,,,,,,,,,,,,,,,,,78.85832202,64.99533081,821,365,8,10,0.056,0,73.65557715,58.07546997,431,261,5,5,0.019,0,,,,,,,,,,,,,,,,
9/29/2023 14:35,,,,,,,,,,,,,,,,,78.93554272,64.75881958,794,299,9,10,0.052,0,73.71831897,57.92669678,429,269,5,5,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 14:40,,,,,,,,,,,,,,,,,79.05137378,64.5280304,719,272,9,9,0.047,0,73.73279785,58.36538696,428,256,5,6,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 14:45,,,,,,,,,,,,,,,,,79.10928931,64.70541382,778,312,8,9,0.05,0,73.71349268,57.8217926,425,249,5,5,0.018,0,,,,,,,,,,,,,,,,
9/29/2023 14:50,,,,,,,,,,,,,,,,,79.18168372,64.83129883,780,331,9,10,0.05,0,73.7762345,57.76457214,424,254,4,5,0.018,0,,,,,,,,,,,,,,,,
9/29/2023 14:55,,,,,,,,,,,,,,,,,79.23477295,64.71685791,779,312,8,9,0.05,0,73.70384009,58.07737732,422,251,5,6,0.02,0,,,,,,,,,,,,,,,,
9/29/2023 15:00,,,,,,,,,,,,,,,,,79.26373071,65.13647461,777,332,8,9,0.05,0,73.89206555,57.92097473,426,239,4,4,0.015,0,,,,,,,,,,,,,,,,
9/29/2023 15:05,,,,,,,,,,,,,,,,,79.30234106,65.37107849,773,337,8,9,0.05,0,73.98376514,59.15312195,442,272,3,3,0.018,0,,,,,,,,,,,,,,,,
9/29/2023 15:10,,,,,,,,,,,,,,,,,79.32647253,65.34246826,768,344,9,9,0.051,0,73.75692932,57.86756897,480,257,3,3,0.013,0,,,,,,,,,,,,,,,,
9/29/2023 15:15,,,,,,,,,,,,,,,,,79.36025659,65.41685486,764,357,8,9,0.057,0,73.89206555,57.98582458,533,284,3,3,0.016,0,,,,,,,,,,,,,,,,
9/29/2023 15:20,,,,,,,,,,,,,,,,,79.42299841,65.62857056,758,370,8,8,0.06,0,73.84380261,57.70544434,533,315,3,3,0.017,0,,,,,,,,,,,,,,,,
9/29/2023 15:25,,,,,,,,,,,,,,,,,79.48091394,65.58088684,751,369,8,8,0.06,0,74.07063843,57.45748901,559,303,3,3,0.014,0,,,,,,,,,,,,,,,,
9/29/2023 15:30,72.05807385,63.27871704,577,286,90,99,0.02,0,,,,,,,,,79.55813464,64.97434998,750,355,8,8,0.057,0,73.74245044,57.15040588,568,268,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 15:35,,,,,,,,,,,,,,,,,79.65948682,64.7359314,750,357,8,8,0.057,0,73.88723926,56.66975403,586,309,3,3,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 15:40,,,,,,,,,,,,,,,,,79.7511864,64.83702087,750,372,8,8,0.06,0,73.87758667,57.58337402,584,351,6,7,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 15:45,,,,,,,,,,,,,,,,,79.85253857,64.73402405,749,372,8,8,0.06,0,74.19612207,57.06838989,557,243,6,6,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 15:50,,,,,,,,,,,,,,,,,79.94906445,64.92666626,747,385,7,8,0.06,0,73.8534552,56.6335144,540,289,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 15:55,,,,,,,,,,,,,,,,,80.03593774,64.75500488,743,387,7,8,0.06,0,73.91619702,56.09754944,545,302,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:00,,,,,,,,,,,,,,,,,80.11315845,64.74356079,741,391,7,8,0.06,0,74.05615955,56.87193298,541,366,6,6,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:05,,,,,,,,,,,,,,,,,80.16142139,64.84465027,736,395,8,8,0.06,0,73.92584961,56.23869324,534,363,6,6,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:10,,,,,,,,,,,,,,,,,80.21933691,64.96099854,729,396,8,9,0.06,0,74.18646948,56.23297119,534,381,6,7,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:15,,,,,,,,,,,,,,,,,80.30138391,64.12939453,713,325,8,9,0.055,0,73.99341772,56.20626831,536,405,6,7,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:20,71.82641174,62.56155396,561,0,36,46,0.01,0,,,,,,,,,80.48960938,62.42041016,520,121,15,16,0.032,0,74.15751172,55.75231934,538,365,7,7,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:25,71.76366992,62.62068176,561,0,34,41,0.01,0,,,,,,,,,80.69714001,61.21115112,429,28,14,14,0.022,0,74.01754919,56.75939941,543,330,6,7,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:30,,,,,,,,,,,,,,,,,80.81779736,61.46864319,461,106,13,14,0.028,0,74.39400012,55.15913391,581,434,6,6,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:35,,,,,,,,,,,,,,,,,80.85640771,62.07518005,530,198,12,13,0.04,0,73.97411255,54.81771851,599,401,8,9,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:40,,,,,,,,,,,,,,,,,80.92880212,62.29071045,554,224,12,12,0.049,0,74.2540376,55.29264832,623,445,6,6,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:45,,,,,,,,,,,,,,,,,81.025328,62.24874878,564,280,12,13,0.053,0,73.86793408,54.48202515,621,362,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:50,,,,,,,,,,,,,,,,,81.13150647,62.19534302,574,341,12,12,0.06,0,73.96445996,54.88256836,599,362,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 16:55,,,,,,,,,,,,,,,,,81.23768494,62.16291809,581,389,11,12,0.068,0,73.83897632,54.83488464,584,310,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:00,,,,,,,,,,,,,,,,,81.31973193,62.1438446,586,396,11,12,0.07,0,74.34091089,56.48474121,536,227,6,6,0.009,0,,,,,,,,,,,,,,,,
9/29/2023 17:05,,,,,,,,,,,,,,,,,,,,,,,,,73.87276038,54.48774719,545,269,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:10,,,,,,,,,,,,,,,,,81.46934705,62.02558899,581,396,11,12,0.06,0,74.04168066,54.6880188,542,274,5,6,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:15,,,,,,,,,,,,,,,,,81.55139404,62.10569763,571,396,11,12,0.06,0,73.94998108,54.76049805,538,265,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:20,,,,,,,,,,,,,,,,,81.60448328,61.98553467,565,380,12,13,0.06,0,74.12855396,54.72235107,530,259,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:25,,,,,,,,,,,,,,,,,81.59000439,62.14193726,576,373,12,12,0.06,0,74.20094836,55.35177612,523,247,4,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:30,,,,,,,,,,,,,,,,,81.67687769,61.89588928,573,397,11,11,0.06,0,74.03685437,54.76812744,517,240,4,4,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:35,,,,,,,,,,,,,,,,,81.70583545,61.8062439,571,404,11,11,0.06,0,74.20094836,54.67276001,512,248,4,4,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:40,,,,,,,,,,,,,,,,,81.65274622,61.48962402,572,394,10,11,0.06,0,74.15751172,55.23161316,508,237,5,5,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:45,,,,,,,,,,,,,,,,,81.63344104,61.66700745,576,412,9,10,0.06,0,74.11890137,54.6880188,503,231,4,4,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:50,,,,,,,,,,,,,,,,,81.64309363,61.78335571,582,430,9,9,0.064,0,74.13338025,54.97412109,499,231,3,3,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 17:55,,,,,,,,,,,,,,,,,81.59965698,61.59262085,593,422,10,10,0.062,0,73.94032849,54.57548523,496,220,3,4,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 18:00,,,,,,,,,,,,,,,,,81.59483069,61.5201416,614,443,9,10,0.063,0,74.15751172,54.50872803,491,222,3,3,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 18:05,,,,,,,,,,,,,,,,,81.63344104,61.55065918,632,513,9,9,0.07,0,73.99824402,55.08665466,482,205,3,3,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 18:10,,,,,,,,,,,,,,,,,81.64791992,61.40951538,638,556,9,9,0.079,0,74.04650696,54.18447876,478,208,3,3,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 18:15,,,,,,,,,,,,,,,,,81.6623988,61.20352173,653,560,10,10,0.078,0,73.9355022,54.72425842,475,203,3,3,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 18:20,,,,,,,,,,,,,,,,,81.6623988,61.11959839,670,574,9,10,0.076,0,73.99341772,54.50300598,474,179,3,3,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 18:25,,,,,,,,,,,,,,,,,81.64791992,61.07000732,691,590,9,9,0.072,0,74.08511731,55.61689758,470,169,2,3,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 18:30,,,,,,,,,,,,,,,,,81.63826733,61.0375824,714,606,9,10,0.07,0,73.91137073,55.11335754,465,157,2,3,0.009,0,,,,,,,,,,,,,,,,
9/29/2023 18:35,,,,,,,,,,,,,,,,,81.62861475,60.82777405,732,601,8,9,0.071,0,74.07546472,55.42807007,460,157,2,2,0.009,0,,,,,,,,,,,,,,,,
9/29/2023 18:40,,,,,,,,,,,,,,,,,81.59000439,60.21742249,757,661,9,10,0.071,0,73.99341772,56.1547699,455,139,2,2,0.009,0,,,,,,,,,,,,,,,,
9/29/2023 18:45,,,,,,,,,,,,,,,,,81.54656775,59.69480896,780,686,8,9,0.069,0,74.12855396,55.53297424,453,143,2,2,0.003,0,,,,,,,,,,,,,,,,
9/29/2023 18:50,,,,,,,,,,,,,,,,,81.47899963,59.07492065,804,641,7,8,0.067,0,74.02720178,56.16621399,450,131,2,2,0.009,0,,,,,,,,,,,,,,,,
9/29/2023 18:55,,,,,,,,,,,,,,,,,81.44038928,58.5904541,815,640,8,9,0.065,0,73.94998108,55.41090393,444,127,2,2,0.004,0,,,,,,,,,,,,,,,,
9/29/2023 19:00,,,,,,,,,,,,,,,,,81.41143152,58.33296204,819,616,8,9,0.06,0,74.17681689,55.82861328,439,132,2,2,0.006,0,,,,,,,,,,,,,,,,
9/29/2023 19:05,,,,,,,,,,,,,,,,,81.39212634,58.22615051,820,617,8,9,0.061,0,73.89206555,55.83242798,436,117,2,2,0.005,0,,,,,,,,,,,,,,,,
9/29/2023 19:10,70.30130286,61.48199463,571,1848,38,45,0,0,,,,,,,,,,,,,,,,,74.11407507,55.46621704,434,124,2,2,0.003,0,,,,,,,,,,,,,,,,
9/29/2023 19:15,70.77427966,62.52722168,569,1715,39,48,0,0,,,,,,,,,81.38247375,58.25094604,822,612,7,8,0.06,0,73.96445996,55.90299988,430,115,2,2,0.008,0,,,,,,,,,,,,,,,,
9/29/2023 19:20,71.48857117,65.17080688,580,1945,36,44,,,,,,,,,,,81.41625781,58.0335083,820,621,7,8,0.063,0,73.99341772,55.08665466,428,109,2,2,0,0,,,,,,,,,,,,,,,,
9/29/2023 19:25,,,,,,,,,,,,,,,,,81.40660522,58.07165527,818,599,7,7,0.061,0,73.85828149,56.11090088,426,99,2,2,0.005,0,,,,,,,,,,,,,,,,
9/29/2023 19:30,,,,,,,,,,,,,,,,,81.42108411,57.87519836,817,625,7,8,0.06,0,73.90171814,55.19155884,424,104,2,2,0,0,,,,,,,,,,,,,,,,
9/29/2023 19:35,,,,,,,,,,,,,,,,,81.4259104,57.70544434,817,633,7,7,0.062,0,74.00307031,55.56158447,421,104,2,2,0.002,0,,,,,,,,,,,,,,,,
9/29/2023 19:40,,,,,,,,,,,,,,,,,81.44038928,57.66539001,818,632,6,7,0.062,0,73.79553967,55.37466431,420,93,2,2,0.001,0,,,,,,,,,,,,,,,,
9/29/2023 19:45,,,,,,,,,,,,,,,,,81.44038928,57.50135803,821,648,6,7,0.063,0,73.99341772,55.1743927,419,102,2,2,0.001,0,,,,,,,,,,,,,,,,
9/29/2023 19:50,,,,,,,,,,,,,,,,,81.43073669,57.53759766,825,642,7,8,0.063,0,73.83415002,55.18202209,419,106,2,2,0.002,0,,,,,,,,,,,,,,,,
9/29/2023 19:55,,,,,,,,,,,,,,,,,81.46452075,57.47465515,829,668,6,7,0.066,0,73.81967114,54.85777283,419,117,1,1,0.004,0,,,,,,,,,,,,,,,,
9/29/2023 20:00,,,,,,,,,,,,,,,,,81.47417334,57.35830688,857,649,7,7,0.06,0,73.98376514,54.72616577,435,144,1,2,0.005,0,,,,,,,,,,,,,,,,
9/29/2023 20:05,,,,,,,,,,,,,,,,,81.51278369,57.63868713,874,696,6,7,0.068,0,73.79071338,54.91690063,456,193,2,2,0.009,0,,,,,,,,,,,,,,,,
9/29/2023 20:10,,,,,,,,,,,,,,,,,81.47417334,57.19999695,908,659,6,6,0.06,0,73.8534552,54.3351593,501,242,2,2,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 20:15,,,,,,,,,,,,,,,,,81.47417334,57.3392334,923,682,6,7,0.063,0,73.99341772,54.46676636,534,248,2,2,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 20:20,,,,,,,,,,,,,,,,,81.48382593,57.37165833,933,677,6,7,0.06,0,73.96445996,54.30654907,557,285,81,89,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 20:25,,,,,,,,,,,,,,,,,81.44521558,57.15422058,969,677,6,6,0.061,0,74.07546472,54.04905701,559,270,78,86,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 20:30,,,,,,,,,,,,,,,,,81.45969446,57.43650818,981,706,6,7,0.063,0,73.68936121,54.36949158,556,243,74,81,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 20:35,,,,,,,,,,,,,,,,,81.43073669,57.31634521,997,683,6,7,0.06,0,73.73279785,53.96704102,552,234,64,74,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 20:40,,,,,,,,,,,,,,,,,81.44038928,57.32397461,1019,722,6,7,0.064,0,73.86310779,53.96322632,547,227,59,71,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 20:45,,,,,,,,,,,,,,,,,81.43556299,57.67683411,1027,732,6,6,0.062,0,73.71349268,54.35995483,539,215,52,66,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 20:50,,,,,,,,,,,,,,,,,81.44521558,57.88282776,1049,802,6,7,0.06,0,73.80036597,54.338974,537,218,50,63,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 20:55,,,,,,,,,,,,,,,,,81.46934705,57.94004822,1056,784,6,6,0.06,0,73.89206555,54.28938293,540,235,48,61,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:00,,,,,,,,,,,,,,,,,81.45486816,57.79127502,1043,744,6,6,0.06,0,73.89206555,54.83869934,552,243,46,58,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:05,,,,,,,,,,,,,,,,,81.43556299,58.01824951,1040,652,7,7,0.057,0,73.89206555,54.27030945,565,237,44,54,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:10,,,,,,,,,,,,,,,,,81.28112158,58.41307068,952,483,8,9,0.049,0,73.89689185,54.35041809,567,244,42,52,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:15,,,,,,,,,,,,,,,,,81.23768494,59.50216675,816,342,12,13,0.038,0,73.73279785,54.36186218,569,239,41,50,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:20,,,,,,,,,,,,,,,,,81.31007935,60.20025635,864,451,10,11,0.044,0,73.91137073,54.14823914,576,243,39,48,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:25,,,,,,,,,,,,,,,,,81.39695264,59.70053101,839,377,12,13,0.042,0,73.84380261,54.86158752,580,235,36,44,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:30,,,,,,,,,,,,,,,,,81.27146899,59.94085693,656,219,12,14,0.03,0,73.74245044,54.48965454,585,236,35,41,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:35,,,,,,,,,,,,,,,,,81.2666427,59.78445435,700,292,11,12,0.033,0,73.90171814,54.29129028,596,245,34,40,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:40,,,,,,,,,,,,,,,,,81.24251123,59.7787323,788,361,11,12,0.04,0,73.85828149,54.86349487,605,245,32,36,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:45,,,,,,,,,,,,,,,,,81.28112158,59.50216675,806,388,11,11,0.04,0,73.86793408,54.32180786,611,237,30,33,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:50,,,,,,,,,,,,,,,,,81.27629529,58.98336792,815,393,9,10,0.04,0,73.89689185,54.4801178,615,247,29,31,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 21:55,,,,,,,,,,,,,,,,,81.25216382,58.69726563,817,391,9,10,0.04,0,73.70866638,54.59837341,614,246,28,30,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:00,,,,,,,,,,,,,,,,,81.25216382,58.77928162,816,406,9,10,0.04,0,73.92102332,54.22262573,617,251,26,28,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:05,,,,,,,,,,,,,,,,,81.24733752,58.53895569,812,406,9,10,0.04,0,73.78588708,54.85395813,614,244,24,26,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:10,,,,,,,,,,,,,,,,,81.14598535,58.63241577,812,361,9,9,0.04,0,73.80519226,54.16731262,615,241,23,24,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:15,,,,,,,,,,,,,,,,,81.16046423,58.49890137,790,355,9,9,0.04,0,73.87758667,54.63842773,618,263,21,22,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:20,,,,,,,,,,,,,,,,,81.16529053,58.00489807,768,352,8,8,0.04,0,73.83415002,54.23597717,621,330,20,22,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:25,,,,,,,,,,,,,,,,,81.15563794,57.95149231,749,342,8,9,0.04,0,73.90171814,54.30273438,620,370,18,19,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:30,,,,,,,,,,,,,,,,,81.10254871,57.61961365,723,321,8,8,0.04,0,73.7714082,54.60600281,619,349,17,18,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:35,,,,,,,,,,,,,,,,,81.09772241,57.90190125,712,322,8,8,0.04,0,73.83897632,53.88121033,623,363,17,18,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:40,,,,,,,,,,,,,,,,,81.05428577,57.79699707,695,299,8,8,0.04,0,73.83897632,54.47058105,624,533,16,18,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:45,,,,,,,,,,,,,,,,,81.00602283,57.72451782,684,305,7,7,0.04,0,73.74245044,54.12153625,624,438,15,16,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:50,,,,,,,,,,,,,,,,,81.00119653,57.94004822,669,296,7,8,0.04,0,73.87758667,54.22834778,629,513,15,15,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 22:55,,,,,,,,,,,,,,,,,80.9481073,57.66539001,641,279,7,7,0.04,0,73.65557715,54.29129028,628,507,13,14,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:00,,,,,,,,,,,,,,,,,80.92397583,57.84658813,634,295,8,8,0.04,0,73.89689185,54.08911133,633,519,12,13,0.01,0,,,,,,,,,,,,,,,,
